bill	status	chamber	roll	stored_roll	date	tally	passed	in_db	kept	last_in_chamber	vote_no	desc	subjects	title	disposition	reason
HB05428	engrossed	house	1580698	1580698	2025-05-28	47-100	0	yes	f	no	205	House Roll Call Vote 205 HOUSE AMD C		An Act Concerning Mobile Manufactured Home Parks.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB05607	engrossed	house	1582271	1582271	2025-05-30	83-62	1	yes	t	yes	245	House Roll Call Vote 245 AS AMENDED 		An Act Establishing A Task Force To Study Eliminating The Subminimum Wage For Persons With	dropped:filter-3	as voted it only creates a task force to study services for disabled workers paid below minimum wage
HB06040	engrossed	house	1573428	1573428	2025-05-19	95-45	1	yes	t	yes	139	House Roll Call Vote 139 AS AMENDED 		An Act Establishing The State Historical Commission And Requiring The Commission To Develo	dropped:filter-3	a State Historical Commission and a process for adding Capitol statues fall under no research area
HB06477	engrossed	house	1571909	1571909	2025-05-14	100-46	1	yes	t	yes	118	House Roll Call Vote 118 AS AMENDED 		An Act Requiring A Plan For The Translation And Review Of Forms And Applications Required 	batch-03	imported
HB06841	engrossed	house	1571742	1571742	2025-05-14	110-37	1	yes	t	yes	110	House Roll Call Vote 110 AS AMENDED 		An Act Establishing A Working Group To Study Methods And Programs For Reducing Rates Of Po	dropped:filter-3	a working group to study poverty-reduction programs; a study carries no direction
HB06844	engrossed	house	1576768	1576768	2025-05-22	100-46	1	yes	t	yes	183	House Roll Call Vote 183 AS AMENDED 		An Act Concerning Municipal Pension And Retirement Systems.	dropped:filter-3	bars a municipal pension from offsetting a retiree’s disability benefits; the employer is a town and no labor research area exists
HB06872	engrossed	house	1584524	1584524	2025-06-03	102-46	1	yes	f	no	308	House Roll Call Vote 308 HOUSE AMD A		An Act Revising And Consolidating The Hate Crimes Statutes.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB06907	engrossed	house	1567355	1567355	2025-05-07	97-48	1	yes	t	yes	72	House Roll Call Vote 72 AS AMENDED 		An Act Concerning The Use Of Quotas By Warehouse Distribution Centers.	batch-04	imported
HB06907	engrossed	house	1567356	1567356	2025-05-07	47-101	0	yes	f	no	71	House Roll Call Vote 71 HOUSE AMD D		An Act Concerning The Use Of Quotas By Warehouse Distribution Centers.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB06907	engrossed	house	1567357	1567357	2025-05-07	47-99	0	yes	f	no	70	House Roll Call Vote 70 HOUSE AMD C		An Act Concerning The Use Of Quotas By Warehouse Distribution Centers.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB06907	engrossed	house	1567358	1567358	2025-05-07	48-97	0	yes	f	no	69	House Roll Call Vote 69 HOUSE AMD B		An Act Concerning The Use Of Quotas By Warehouse Distribution Centers.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB06908	engrossed	house	1568850	1568850	2025-05-08	97-45	1	yes	t	yes	78	House Roll Call Vote 78 AS AMENDED 		An Act Requiring A Study Of Communication Systems Used By Public Safety Personnel And Esta	dropped:filter-3	a study of public-safety communications and a working group on dispatch consolidation
HB06999	engrossed	house	1580721	1580721	2025-05-28	116-32	1	yes	t	yes	210	House Roll Call Vote 210 AS AMENDED 		An Act Requiring A Study Of Multiple Employer Welfare Arrangements For Trade Associations 	dropped:filter-3	a Comptroller study of trade-association health plans and a benefits report
HB07003	introduced	house	1585712	1585712	2025-06-04	80-70	1	yes	f	no	379	House Roll Call Vote 379 HOUSE AMD A		An Act Concerning Planning And Development.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07004	vetoed	house	1583632	1583632	2025-06-03	104-43	1	yes	t	yes	294	House Roll Call Vote 294 AS AMENDED 		An Act Authorizing Municipal Referenda To Challenge Certain Permit Approvals.	dropped:filter-5	as voted it is a 500-section “Municipal Issues” omnibus; the headline change lets towns of 16,000 or fewer reverse an environmental-justice permit by referendum, which cuts both ways
HB07004	vetoed	senate	1585752	1585752	2025-06-04	25-11	1	yes	t	yes	401	Senate Roll Call Vote 401 		An Act Authorizing Municipal Referenda To Challenge Certain Permit Approvals.	dropped:filter-5	as voted it is a 500-section “Municipal Issues” omnibus; the headline change lets towns of 16,000 or fewer reverse an environmental-justice permit by referendum, which cuts both ways
HB07018	introduced	house	1582907	1582907	2025-05-31	67-76	0	yes	t	yes	269	House Roll Call Vote 269 AS AMENDED 		An Act Establishing A Test Bed Technologies Program.	dropped:filter-3	a test-bed technologies advisory board, and the House rejected it 67-76
HB07035	engrossed	house	1574717	1574717	2025-05-20	94-54	1	yes	t	yes	154	House Roll Call Vote 154 AS AMENDED 		An Act Prohibiting A Municipality From Implementing A Ban On Multifamily Housing Developme	batch-04	imported
HB07035	engrossed	house	1574718	1574718	2025-05-20	48-99	0	yes	f	no	153	House Roll Call Vote 153 HOUSE AMD C		An Act Prohibiting A Municipality From Implementing A Ban On Multifamily Housing Developme	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07035	engrossed	house	1574719	1574719	2025-05-20	46-99	0	yes	f	no	152	House Roll Call Vote 152 HOUSE AMD B		An Act Prohibiting A Municipality From Implementing A Ban On Multifamily Housing Developme	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07065	engrossed	house	1573756	1573756	2025-05-19	74-65	1	yes	t	yes	145	House Roll Call Vote 145 		An Act Concerning The Decriminalization Of Possession Of Small Amounts Of Psilocybin.	batch-03	imported
HB07065	engrossed	house	1573757	1573757	2025-05-19	43-100	0	yes	f	no	144	House Roll Call Vote 144 HOUSE AMD E		An Act Concerning The Decriminalization Of Possession Of Small Amounts Of Psilocybin.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07065	engrossed	house	1573758	1573758	2025-05-19	47-96	0	yes	f	no	143	House Roll Call Vote 143 HOUSE AMD D		An Act Concerning The Decriminalization Of Possession Of Small Amounts Of Psilocybin.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07065	engrossed	house	1573759	1573759	2025-05-19	44-96	0	yes	f	no	142	House Roll Call Vote 142 HOUSE AMD C		An Act Concerning The Decriminalization Of Possession Of Small Amounts Of Psilocybin.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07065	engrossed	house	1573760	1573760	2025-05-19	44-96	0	yes	f	no	141	House Roll Call Vote 141 HOUSE AMD B		An Act Concerning The Decriminalization Of Possession Of Small Amounts Of Psilocybin.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07065	engrossed	house	1573761	1573761	2025-05-19	44-96	0	yes	f	no	140	House Roll Call Vote 140 HOUSE AMD A		An Act Concerning The Decriminalization Of Possession Of Small Amounts Of Psilocybin.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07087	engrossed	house	1584512	1584512	2025-06-03	103-42	1	yes	t	yes	299	House Roll Call Vote 299 AS AMENDED 		An Act Concerning Community Solar Energy Generating Systems.	batch-03	imported
HB07158	engrossed	house	1572537	1572537	2025-05-15	105-42	1	yes	t	yes	123	House Roll Call Vote 123 AS AMENDED 		An Act Concerning The Secure Transmission Of Minor Patient Safety Plans To Schools By Heal	batch-04	imported
HB07210	engrossed	house	1574761	1574761	2025-05-20	100-46	1	yes	t	yes	158	House Roll Call Vote 158 AS AMENDED 		An Act Concerning Halfway Houses And Other Residential Facilities Operated On Behalf Of Th	batch-03	imported
HB07210	engrossed	house	1574762	1574762	2025-05-20	99-47	1	yes	f	no	157	House Roll Call Vote 157 HOUSE AMD A		An Act Concerning Halfway Houses And Other Residential Facilities Operated On Behalf Of Th	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07242	engrossed	house	1571016	1571016	2025-05-13	99-46	1	yes	t	yes	104	House Roll Call Vote 104 AS AMENDED 		An Act Studying Efforts To Increase Voter Participation And Authorizing Municipal Pilot Pr	dropped:filter-3	a task force to study voter participation
HB07242	engrossed	house	1571017	1571017	2025-05-13	47-99	0	yes	f	no	103	House Roll Call Vote 103 HOUSE AMD B		An Act Studying Efforts To Increase Voter Participation And Authorizing Municipal Pilot Pr	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB07248	engrossed	house	1571795	1571795	2025-05-14	101-46	1	yes	t	yes	117	House Roll Call Vote 117 AS AMENDED 		An Act Concerning Well Water Quality.	batch-04	imported
HB07248	engrossed	house	1571796	1571796	2025-05-14	54-93	0	yes	f	no	116	House Roll Call Vote 116 HOUSE AMD B		An Act Concerning Well Water Quality.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB08002	engrossed	house	1609277	1609277	2025-11-12	90-56	1	yes	t	yes	385	House Roll Call Vote 385 EMERGENCY CERTIFICATION 		An Act Concerning Housing Growth.	reclassified:enacted	the LegiScan history was stale: the Senate passed the House text unchanged on 2025-11-13 and the Governor signed it as Public Act 25-1 on 2025-11-26; the roll is imported in batch-04 as a vote on the enacted law and carried to the divided-enacted worklist
HB08002	engrossed	house	1609278	1609278	2025-11-12	50-96	0	yes	f	no	384	House Roll Call Vote 384 EMERGENCY CERTIFICATION HOUSE AMD C		An Act Concerning Housing Growth.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB08002	engrossed	house	1609279	1609279	2025-11-12	50-93	0	yes	f	no	383	House Roll Call Vote 383 EMERGENCY CERTIFICATION HOUSE AMD B		An Act Concerning Housing Growth.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB08002	engrossed	house	1609280	1609280	2025-11-12	51-96	0	yes	f	no	382	House Roll Call Vote 382 EMERGENCY CERTIFICATION HOUSE AMD A		An Act Concerning Housing Growth.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB08004	engrossed	house	1609282	1609282	2025-11-12	96-48	1	yes	t	yes	388	House Roll Call Vote 388 AS AMENDED 		An Act Concerning Children's Behavioral Health, A Standard Self-employment Expense Deducti	dropped:filter-5	a special-session omnibus spanning children’s behavioral health, welfare deductions, a telecom surcharge, courthouses, data protection and redistricting procedure
SB00006	engrossed	senate	1570619	1570619	2025-05-13	22-12	1	yes	t	yes	155	Senate Roll Call Vote 155 		An Act Concerning Resources And Supports For Infants, Toddlers And Disconnected Youths.	batch-04	imported
SB00006	engrossed	senate	1570620	1570620	2025-05-13	11-22	0	yes	t	no	154	Senate Roll Call Vote 154 		An Act Concerning Resources And Supports For Infants, Toddlers And Disconnected Youths.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00006	engrossed	senate	1570621	1570621	2025-05-13	10-24	0	yes	t	no	153	Senate Roll Call Vote 153 		An Act Concerning Resources And Supports For Infants, Toddlers And Disconnected Youths.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00006	engrossed	senate	1570622	1570622	2025-05-13	14-21	0	yes	t	no	152	Senate Roll Call Vote 152 		An Act Concerning Resources And Supports For Infants, Toddlers And Disconnected Youths.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00006	engrossed	senate	1570623	1570623	2025-05-13	22-12	1	yes	t	no	151	Senate Roll Call Vote 151 		An Act Concerning Resources And Supports For Infants, Toddlers And Disconnected Youths.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00007	engrossed	house	1581838	1581838	2025-05-29	92-55	1	yes	t	yes	227	House Roll Call Vote 227 AS AMENDED 		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	batch-04	imported
SB00007	engrossed	house	1581839	1581839	2025-05-29	48-99	0	yes	f	no	226	House Roll Call Vote 226 HOUSE AMD F		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00007	engrossed	house	1581840	1581840	2025-05-29	48-99	0	yes	f	no	225	House Roll Call Vote 225 AS AMENDED HOUSE AMD E		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00007	engrossed	house	1581841	1581841	2025-05-29	54-94	0	yes	f	no	224	House Roll Call Vote 224 HOUSE AMD D		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00007	engrossed	house	1581842	1581842	2025-05-29	47-101	0	yes	f	no	223	House Roll Call Vote 223 HOUSE AMD C		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00007	engrossed	house	1581843	1581843	2025-05-29	47-100	0	yes	f	no	222	House Roll Call Vote 222 HOUSE AMD B		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00007	engrossed	senate	1576677	1576677	2025-05-22	25-10	1	yes	t	yes	232	Senate Roll Call Vote 232 		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	batch-04	imported
SB00007	engrossed	senate	1576678	1576678	2025-05-22	11-25	0	yes	t	no	231	Senate Roll Call Vote 231 		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00007	engrossed	senate	1576679	1576679	2025-05-22	11-25	0	yes	t	no	230	Senate Roll Call Vote 230 		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00007	engrossed	senate	1576680	1576680	2025-05-22	12-24	0	yes	t	no	229	Senate Roll Call Vote 229 		An Act Concerning Protections For Access To Health Care And The Equitable Delivery Of Heal	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB00008	vetoed	house	1584862	1584862	2025-05-30	87-59	1	yes	t	yes	236	House Roll Call Vote 236 AS AMENDED 		An Act Concerning Protections For Workers And Enhancements To Workers' Rights.	batch-03	imported
SB00008	vetoed	senate	1580237	1580237	2025-05-28	24-11	1	yes	t	yes	248	Senate Roll Call Vote 248 		An Act Concerning Protections For Workers And Enhancements To Workers' Rights.	batch-04	imported
SB00797	engrossed	senate	1575340	1575340	2025-05-21	27-9	1	yes	t	yes	208	Senate Roll Call Vote 208 		An Act Requiring A Scheduled Start Time Disclaimer In Certain Motion Picture Advertisement	dropped:filter-3	as voted it only convenes a working group on the family entertainment landscape
SB01222	engrossed	senate	1571789	1571789	2025-05-14	24-12	1	yes	t	yes	169	Senate Roll Call Vote 169 		An Act Concerning Portal To Portal Workers' Compensation Coverage For Public Works Departm	dropped:filter-3	portal-to-portal workers’ compensation for public works employees; no labor research area exists
SB01222	engrossed	senate	1571790	1571790	2025-05-14	11-25	0	yes	t	no	168	Senate Roll Call Vote 168 		An Act Concerning Portal To Portal Workers' Compensation Coverage For Public Works Departm	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01227	engrossed	senate	1580860	1580860	2025-05-28	12-24	0	yes	t	yes	255	Senate Roll Call Vote 255 		An Act Increasing Various Monetary Thresholds Under The State Codes Of Ethics.	dropped:filter-5	raising the dollar thresholds in the ethics codes reads as an inflation adjustment to some and a weakening of limits to others; the Senate rejected it 12-24
SB01355	engrossed	senate	1574418	1574418	2025-05-20	24-11	1	yes	t	yes	198	Senate Roll Call Vote 198 		An Act Concerning Prescription Drugs, Devices And Nonlegend Drugs.	dropped:filter-3	as voted, Senate Amendment Schedule A replaced the compounding mandate with a Department of Consumer Protection feasibility study; a study carries no direction (28 records retired on review of #1232)
SB01355	engrossed	senate	1574419	1574419	2025-05-20	11-24	0	yes	t	no	197	Senate Roll Call Vote 197 		An Act Concerning Prescription Drugs, Devices And Nonlegend Drugs.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01355	engrossed	senate	1574420	1574420	2025-05-20	11-24	0	yes	t	no	196	Senate Roll Call Vote 196 		An Act Concerning Prescription Drugs, Devices And Nonlegend Drugs.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01355	engrossed	senate	1574421	1574421	2025-05-20	24-11	1	yes	t	no	195	Senate Roll Call Vote 195 		An Act Concerning Prescription Drugs, Devices And Nonlegend Drugs.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01356	engrossed	senate	1571145	1571145	2025-05-14	26-9	1	yes	t	yes	158	Senate Roll Call Vote 158 		An Act Concerning Data Privacy, Online Monitoring, Social Media, Data Brokers And Connecte	batch-04	imported
SB01356	engrossed	senate	1571146	1571146	2025-05-14	11-24	0	yes	t	no	157	Senate Roll Call Vote 157 		An Act Concerning Data Privacy, Online Monitoring, Social Media, Data Brokers And Connecte	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01356	engrossed	senate	1571147	1571147	2025-05-14	28-7	1	yes	t	no	156	Senate Roll Call Vote 156 		An Act Concerning Data Privacy, Online Monitoring, Social Media, Data Brokers And Connecte	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01360	engrossed	senate	1571175	1571175	2025-05-13	24-11	1	yes	t	yes	147	Senate Roll Call Vote 147 		An Act Requiring Legislative Confirmation Of The Appointment Of The Department Of Social S	dropped:filter-3	legislative confirmation of the Medicaid director is a governance procedure
SB01371	engrossed	senate	1574188	1574188	2025-05-20	27-8	1	yes	t	yes	190	Senate Roll Call Vote 190 		An Act Establishing A Just Cause Standard For Teacher Contract Terminations And Requiring 	dropped:filter-3	a just-cause standard for teacher dismissals; the employer is a school board and no labor research area exists
SB01371	engrossed	senate	1574189	1574189	2025-05-20	11-23	0	yes	t	no	189	Senate Roll Call Vote 189 		An Act Establishing A Just Cause Standard For Teacher Contract Terminations And Requiring 	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01371	engrossed	senate	1574190	1574190	2025-05-20	9-11	0	yes	t	no	188	Senate Roll Call Vote 188 		An Act Establishing A Just Cause Standard For Teacher Contract Terminations And Requiring 	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01373	engrossed	senate	1571245	1571245	2025-05-13	24-11	1	yes	t	yes	150	Senate Roll Call Vote 150 		An Act Requiring The Licensure Of Lactation Consultants.	dropped:filter-3	licensure of lactation consultants is an occupational-licensing rule
SB01373	engrossed	senate	1571246	1571246	2025-05-13	11-24	0	yes	t	no	149	Senate Roll Call Vote 149 		An Act Requiring The Licensure Of Lactation Consultants.	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01384	engrossed	senate	1564348	1564348	2025-05-01	20-14	1	yes	t	yes	110	Senate Roll Call Vote 110 		An Act Allowing Board Members Of Quasi-public Agencies To Obtain Health Insurance Coverage	dropped:filter-3	state health-plan access for quasi-public agency board members falls under no research area
SB01384	engrossed	senate	1564349	1564349	2025-05-01	11-23	0	yes	t	no	109	Senate Roll Call Vote 109 		An Act Allowing Board Members Of Quasi-public Agencies To Obtain Health Insurance Coverage	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01427	engrossed	house	1583673	1583673	2025-06-02	102-46	1	yes	t	yes	291	House Roll Call Vote 291 AS AMENDED 		An Act Expanding Paid Family And Medical Leave Insurance Program Benefits To Certain Schoo	batch-03	imported
SB01427	engrossed	senate	1568447	1568447	2025-05-08	24-11	1	yes	t	yes	142	Senate Roll Call Vote 142 		An Act Expanding Paid Family And Medical Leave Insurance Program Benefits To Certain Schoo	batch-04	imported
SB01427	engrossed	senate	1568448	1568448	2025-05-08	11-24	0	yes	t	no	141	Senate Roll Call Vote 141 		An Act Expanding Paid Family And Medical Leave Insurance Program Benefits To Certain Schoo	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01427	engrossed	senate	1568449	1568449	2025-05-08	11-24	0	yes	t	no	140	Senate Roll Call Vote 140 		An Act Expanding Paid Family And Medical Leave Insurance Program Benefits To Certain Schoo	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB01446	engrossed	senate	1571466	1571466	2025-05-14	11-25	0	yes	t	yes	164	Senate Roll Call Vote 164 		An Act Concerning Roaming Dogs.	dropped:filter-3	fines for roaming dogs, and the Senate rejected it 11-25
SB01481	engrossed	senate	1574542	1574542	2025-05-20	24-11	1	yes	t	yes	200	Senate Roll Call Vote 200 		An Act Prohibiting Discrimination In Services Funded Under Medicaid.	batch-04	imported
SB01488	engrossed	senate	1572240	1572240	2025-05-14	27-8	1	yes	t	yes	162	Senate Roll Call Vote 162 		An Act Authorizing The Comptroller To Withhold Payment For Violations Of The Prevailing Wa	batch-04	imported
SB01493	engrossed	senate	1564321	1564321	2025-05-01	25-11	1	yes	t	yes	107	Senate Roll Call Vote 107 		An Act Concerning The Uniform Investigation Of Accident Report And Certain Reports By Peac	dropped:filter-3	a Transportation study of crash-report criteria plus a police reporting duty
SB01493	engrossed	senate	1564322	1564322	2025-05-01	11-25	0	yes	t	no	106	Senate Roll Call Vote 106 		An Act Concerning The Uniform Investigation Of Accident Report And Certain Reports By Peac	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
