bill	status	chamber	roll	stored_roll	date	tally	passed	in_db	kept	last_in_chamber	vote_no	desc	subjects	title	disposition	reason
HB200	engrossed	house	1554694	1554694	2025-04-22	101-47	1	yes	t	yes		House: HBs FOR THIRD READING HB 200		Modifies provisions relating to environmental protection	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB202	engrossed	house	1528881	1528881	2025-03-27	101-46	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 202		Modifies provisions of the employment security program	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB207	engrossed	house	1526396	1526396	2025-03-25	96-46	1	yes	f	no		House: HBs PERFECTION - INFORMAL HB 207, A.A.		Modifies provisions relating to department of revenue fee offices	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB269	engrossed	house	1501822	1501822	2025-02-27	120-34	1	yes	t	yes		House: HBs FOR THIRD READING HB 269		"Authorizes the ""Child Care Contribution Tax Credit Act"", the ""Employer-Provided Child Care"	batch-04	imported
HB313	engrossed	house	1527424	1527424	2025-03-26	85-46	1	yes	t	yes		House: HBs 3rd READING - CONSENT HB 313		Modifies provisions relating to the state advisory council on emergency medical services	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB325	engrossed	house	1527176	1527176	2025-03-25	98-43	1	yes	f	no		House: HBs FOR PERFECTION HB 325, A.A.		Creates provisions relating to the practice of certain licensed professions	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB325	engrossed	house	1528946	1528946	2025-03-27	103-30	1	yes	t	yes		House: HBs FOR THIRD READING HB 325		Creates provisions relating to the practice of certain licensed professions	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB326	engrossed	house	1550359	1550359	2025-04-16	86-48	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 326, A.A.		"Modifies provisions of the ""Champion for Children"" tax credit and the ""Donated Food"" tax c"	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB326	engrossed	house	1554696	1554696	2025-04-22	102-45	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 326		"Modifies provisions of the ""Champion for Children"" tax credit and the ""Donated Food"" tax c"	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB328	engrossed	house	1541087	1541087	2025-04-08	92-42	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 328		Changes the law regarding firearm concealed carry permits	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB328	engrossed	house	1543582	1543582	2025-04-10	103-48	1	yes	t	no		House: HBs FOR THIRD READING HCS HB 328		Changes the law regarding firearm concealed carry permits	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB328	engrossed	house	1543583	1543583	2025-04-10	106-45	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 328		Changes the law regarding firearm concealed carry permits	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB343	introduced	senate	1554847	1554847	2025-04-22	21-9	1	yes	t	yes		Senate: Third Reading		Prohibits local governments from requiring private property owners to accept Section 8 vou	screened:unverifiable-question	a Senate roll on a House bill whose own history records no floor passage, so what the Senate voted cannot be confirmed against the state record
HB344	engrossed	house	1543852	1543852	2025-04-10	108-29	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HCS HB 344		Relating to tobacco products	batch-04	imported
HB378	engrossed	house	1528473	1528473	2025-03-26	85-38	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 378, A.A.		Modifies provisions relating to temporary license plates	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB416	engrossed	house	1525330	1525330	2025-03-24	109-45	1	yes	f	no		House: HBs FOR PERFECTION HB 416, A.A.		Modifies provisions governing school safety	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB416	engrossed	house	1529347	1529347	2025-03-27	101-47	1	yes	t	yes		House: HBs FOR THIRD READING HB 416		Modifies provisions governing school safety	screened:not-the-passage-roll	the divided roll is 101-47; the bill history records third reading and passage at 112-20, so this roll is not the chamber’s vote on the measure
HB437	engrossed	house	1527150	1527150	2025-03-25	94-45	1	yes	f	no		House: HBs PERFECTION - INFORMAL HB 437		Modifies provisions relating to settlement demands	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB437	engrossed	house	1529752	1529752	2025-03-27	96-52	1	yes	t	yes		House: HBs FOR THIRD READING HB 437		Modifies provisions relating to settlement demands	batch-04	imported
HB478	engrossed	house	1539221	1539221	2025-04-07	105-46	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HB 478		Modifies provisions relating to professional licensing	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB489	engrossed	house	1528463	1528463	2025-03-26	89-39	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 489		Modifies provisions relating to the confiscation of animals	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB489	engrossed	house	1535799	1535799	2025-04-02	108-31	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 489		Modifies provisions relating to the confiscation of animals	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB49	engrossed	house	1528465	1528465	2025-03-26	84-46	1	yes	f	no		House: HBs PERFECTION - INFORMAL HB 49		Modifies the offenses of trafficking of drugs in the first and second degree	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB493	engrossed	house	1527734	1527734	2025-03-26	96-44	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HBS 493 & 635, A.A.		Provides a sales tax exemption for certain used personal property	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB493	engrossed	house	1539350	1539350	2025-04-07	104-41	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HCS HBs 493 & 635		Provides a sales tax exemption for certain used personal property	batch-04	imported
HB497	engrossed	house	1527035	1527035	2025-03-25	93-46	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 497, A.A.		Modifies provisions relating to workers' compensation	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB497	engrossed	house	1534284	1534284	2025-04-02	83-66	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HCS HB 497, E.C.		Modifies provisions relating to workers' compensation	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB499	engrossed	house	1548093	1548093	2025-04-14	103-44	1	yes	t	yes		House: HBs FOR THIRD READING HB 499		Establishes earnings tax opportunity zones	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB507	engrossed	house	1535397	1535397	2025-04-02	95-48	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 507, A.A.		Modifies provisions relating to elections	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB507	engrossed	house	1539063	1539063	2025-04-07	101-54	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 507		Modifies provisions relating to elections	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB544	engrossed	house	1492705	1492705	2025-02-18	103-50	1	yes	f	no		House: HBs FOR PERFECTION HB 544		Modifies labeling for certain pesticides	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB544	engrossed	house	1495924	1495924	2025-02-20	103-56	1	yes	t	no		House: HBs FOR THIRD READING HB 544		Modifies labeling for certain pesticides	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB544	engrossed	house	1495925	1495925	2025-02-20	85-72	1	yes	t	yes		House: HBs FOR THIRD READING HB 544		Modifies labeling for certain pesticides	batch-03	imported
HB546	introduced	senate	1571783	1571783	2025-05-14	22-11	1	yes	t	no		Senate: Third Reading		"Establishes the ""Entrepreneur Rights Act"", exempting certain businesses from minimum wage "	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB546	introduced	senate	1571784	1571783	2025-05-14	22-11	1	yes	t	yes		Senate: Third Reading		"Establishes the ""Entrepreneur Rights Act"", exempting certain businesses from minimum wage "	screened:unverifiable-question	a Senate roll on a House bill whose own history records no floor passage, so what the Senate voted cannot be confirmed against the state record
HB563	engrossed	house	1516124	1516124	2025-03-12	102-49	1	yes	t	no		House: HBs 3rd READ - INFORMAL HB 563		Establishes protections for landowners taking wildlife on the landowner's property	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB563	engrossed	house	1516125	1516125	2025-03-12	107-41	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HB 563		Establishes protections for landowners taking wildlife on the landowner's property	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB565	engrossed	house	1544622	1544622	2025-04-10	97-51	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 565		Modifies a provision relating to liability for equine or livestock activities	batch-03	imported
HB572	engrossed	house	1545142	1545142	2025-04-10	94-48	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HCS HB 572		Authorizes motor fuel tax rate changes based on certain department of transportation expen	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB575	engrossed	house	1525704	1525704	2025-03-24	100-44	1	yes	f	no		House: HBs FOR PERFECTION HCS HBs 575 & 551		Modifies provisions for initiative petitions and referendums	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB575	engrossed	house	1529722	1529722	2025-03-27	103-49	1	yes	t	yes		House: HBs FOR THIRD READING HCS HBs 575 & 551		Modifies provisions for initiative petitions and referendums	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB606	engrossed	house	1556923	1556923	2025-04-24	115-37	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 606		Modifies provisions relating to the department of higher education and workforce developme	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB629	engrossed	house	1507133	1507133	2025-03-06	101-56	1	yes	t	yes		House: HBs FOR THIRD READING HB 629		Modifies provisions relating to personal property assessments	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB660	engrossed	house	1505400	1505400	2025-03-04	52-83	0	yes	f	no		House: HBs FOR PERFECTION HB 660, A.A.		Modifies provisions relating to certain special taxing districts	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB660	engrossed	house	1505401	1505401	2025-03-04	93-41	1	yes	f	no		House: HBs FOR PERFECTION HB 660, A.A.		Modifies provisions relating to certain special taxing districts	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB660	engrossed	house	1516771	1516771	2025-03-12	89-58	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HB 660		Modifies provisions relating to certain special taxing districts	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB661	introduced	house	1528764	1528764	2025-03-26	86-43	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 661, A.A.		Requires municipalities and the department of transportation to reimburse non-rate regulat	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB661	introduced	house	1534305	1534305	2025-04-02	69-77	0	yes	t	yes		House: HBs FOR THIRD READING HCS HB 661		Requires municipalities and the department of transportation to reimburse non-rate regulat	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB68	engrossed	house	1495936	1495936	2025-02-20	107-49	1	yes	t	no		House: HBs FOR THIRD READING HB 68		Modifies the statute of limitations for personal injury claims from five years to two year	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB68	engrossed	house	1495937	1495937	2025-02-20	92-42	1	yes	t	yes		House: HBs FOR THIRD READING HB 68		Modifies the statute of limitations for personal injury claims from five years to two year	batch-03	imported
HB711	engrossed	house	1516023	1516023	2025-03-12	108-49	1	yes	t	no		House: HBs 3rd READ - INFORMAL HCS HB 711		Establishes transfer procedures to nonresident districts for students in public schools	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB711	engrossed	house	1516024	1516024	2025-03-12	88-69	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HCS HB 711		Establishes transfer procedures to nonresident districts for students in public schools	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB742	engrossed	house	1491697	1491697	2025-02-17	100-49	1	yes	f	no		House: HBs FOR PERFECTION HB 742		Prohibits state departments from spending money on diversity, equity, and inclusion initia	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB742	engrossed	house	1495948	1495948	2025-02-20	108-50	1	yes	t	yes		House: HBs FOR THIRD READING HB 742		Prohibits state departments from spending money on diversity, equity, and inclusion initia	batch-03	imported
HB75	engrossed	house	1489351	1489351	2025-02-13	106-38	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 75		"Establishes the ""Missouri Religious Freedom Protection Act"""	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB758	introduced	senate	1571766	1571766	2025-05-14	22-11	1	yes	t	no		Senate: Third Reading		Modifies provisions relating to employee compensation, repealing the minimum wage cost of 	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB758	introduced	senate	1571767	1571766	2025-05-14	22-11	1	yes	t	yes		Senate: Third Reading		Modifies provisions relating to employee compensation, repealing the minimum wage cost of 	screened:unverifiable-question	a Senate roll on a House bill whose own history records no floor passage, so what the Senate voted cannot be confirmed against the state record
HB780	engrossed	house	1526777	1526777	2025-03-25	92-46	1	yes	f	no		House: HBs PERFECTION - INFORMAL HB 780, A.A.		Modifies provisions relating to the assessed valuation of residential real property	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB780	engrossed	house	1529656	1529656	2025-03-27	90-56	1	yes	t	yes		House: HBs FOR THIRD READING HB 780		Modifies provisions relating to the assessed valuation of residential real property	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB794	engrossed	house	1528459	1528459	2025-03-26	85-44	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 794, A.A.		Modifies provisions relating to elections	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB794	engrossed	house	1535595	1535595	2025-04-02	99-48	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 794		Modifies provisions relating to elections	batch-04	imported
HB798	engrossed	house	1505809	1505809	2025-03-04	90-43	1	yes	f	no		House: HBs PERFECTION - INFORMAL HCS HB 798, A.A.		Modifies provisions relating to taxation	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB798	engrossed	house	1516553	1516553	2025-03-12	104-50	1	yes	t	no		House: HBs 3rd READ - INFORMAL HCS HB 798		Modifies provisions relating to taxation	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB798	engrossed	house	1516554	1516554	2025-03-12	100-53	1	yes	t	yes		House: HBs 3rd READ - INFORMAL HCS HB 798		Modifies provisions relating to taxation	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB799	engrossed	house	1517453	1517453	2025-03-13	110-33	1	yes	t	yes		House: HBs FOR THIRD READING HCS HBs 799, 334, 424 & 1069		Relating to Motor Vehicles	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB834	engrossed	house	1515615	1515615	2025-03-11	91-44	1	yes	f	no		House: General PQ		Modifies provisions relating to professional registration	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB835	engrossed	house	1541316	1541316	2025-04-09	103-39	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 835		Adds provisions relating to an in-home licensed day care	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB837	engrossed	house	1556479	1556479	2025-04-24	120-30	1	yes	t	yes		House: HBs FOR THIRD READING HB 837		Modifies provisions relating to state funds for regional planning commissions	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB862	introduced	house	1556271	1556271	2025-04-23	84-42	1	yes	f	no		House: HBs FOR PERFECTION HCS HBS 862, 314 & 389, A.A.		Modifies provisions relating to minimum prison terms	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB875	engrossed	house	1501819	1501819	2025-02-27	108-47	1	yes	t	yes		House: HBs FOR THIRD READING HB 875		Prohibits public institutions of higher learning from discriminating against religious, po	batch-04	imported
HB903	engrossed	house	1517605	1517605	2025-03-13	84-63	1	yes	t	yes		House: HBs FOR THIRD READING HB 903		Reduces the assessment percentage of tangible personal property over a period of years	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB918	engrossed	house	1554799	1554799	2025-04-22	94-57	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 918		Relating to civil actions	batch-03	imported
HB937	engrossed	house	1539255	1539255	2025-04-07	96-44	1	yes	f	no		House: HBs FOR PERFECTION HCS HB 937, A.A.		Provides protections against discrimination and antisemitism in public schools and public 	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB939	engrossed	house	1506107	1506107	2025-03-05	104-47	1	yes	t	yes		House: HBs FOR THIRD READING HB 939		Changes provisions governing the adoption of certain building codes or standards	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
HB952	introduced	house	1553946	1553946	2025-04-22	37-107	0	yes	t	yes		House: HBs FOR THIRD READING HB 952		Establishes provisions relating to payments for tort liability to insurers	dropped:filter-5	the record described existing RSMo 490.715 as new; the bill’s only new matter is a no-double-recovery rule for a defendant who reimburses the plaintiff’s insurer before a claim is filed, which has no defensible direction (98 records retired on review of #1232)
HB958	introduced	senate	1571686	1571686	2025-05-14	22-11	1	yes	t	no		Senate: Third Reading		Authorizes exemptions from minimum wage and overtime compensation requirements for certain	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB958	introduced	senate	1571687	1571686	2025-05-14	22-11	1	yes	t	yes		Senate: Third Reading		Authorizes exemptions from minimum wage and overtime compensation requirements for certain	screened:unverifiable-question	a Senate roll on a House bill whose own history records no floor passage, so what the Senate voted cannot be confirmed against the state record
HB970	engrossed	house	1539045	1539045	2025-04-07	109-34	1	yes	f	no		House: HBs PERFECTION - INFORMAL *HCS HB 970, A.A.		Establishes provisions relating to video lottery gaming terminals, licenses, and regulatio	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB970	engrossed	house	1539046	1539046	2025-04-07	74-70	1	yes	f	no		House: HBs PERFECTION - INFORMAL *HCS HB 970, A.A.		Establishes provisions relating to video lottery gaming terminals, licenses, and regulatio	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
HB970	engrossed	house	1541537	1541537	2025-04-09	83-73	1	yes	t	yes		House: HBs FOR THIRD READING HCS HB 970, A.A.		Establishes provisions relating to video lottery gaming terminals, licenses, and regulatio	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB10	engrossed	senate	1501381	1501381	2025-02-27	22-12	1	yes	t	no		Senate: Third Reading		Modifies termination dates of certain sections	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB10	engrossed	senate	1501382	1501381	2025-02-27	22-12	1	yes	t	yes		Senate: Third Reading		Modifies termination dates of certain sections	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB167	engrossed	house	1569611	1569611	2025-05-12	94-54	1	yes	t	yes		House: SBs FOR THIRD READING HCS SS#2 SB 167, A.A.		Modifies provisions relating to the protection of certain persons and animals	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB35	engrossed	senate	1517562	1517562	2025-03-13	20-13	1	yes	t	yes		Senate: Third Reading		Establishes the Revitalizing Missouri Downtowns and Main Streets Act	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB466	engrossed	senate	1507450	1507450	2025-03-06	23-9	1	yes	t	yes		Senate: Third Reading		Modifies provisions relating to agricultural tax credits	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB50	engrossed	house	1568858	1568858	2025-05-09	95-37	1	yes	t	yes		House: SBs FOR THIRD READING HCS SS SB 50, A.A., E.C.		Modifies provisions relating to public institutions	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB60	engrossed	house	1565536	1565536	2025-05-06	93-48	1	yes	t	yes		House: SBs 3rd READ - INFORMAL HCS SS SCS SB 60, A.A.		Modifies provisions relating to the protection of vulnerable persons	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB67	engrossed	house	1559311	1559311	2025-04-28	92-58	1	yes	t	yes		House: SBs FOR THIRD READING HCS SS SB 67, A.A.		Modifies provisions relating to tax credits	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB7	engrossed	house	1560733	1560733	2025-04-29	92-48	1	yes	t	no		House: SBs 3rd READ - INFORMAL HCS SS SB 7, A.A.		Modifies provisions relating to health care	screened:not-last-in-chamber	an earlier divided roll on the same measure in the same chamber; the decisive roll carries the measure
SB7	engrossed	house	1560734	1560734	2025-04-29	116-37	1	yes	t	yes		House: SBs 3rd READ - INFORMAL HCS SS SB 7, A.A.		Modifies provisions relating to health care	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
SB80	engrossed	house	1570603	1570603	2025-05-13	108-40	1	yes	t	yes		House: SBs 3rd READ - INFORMAL SS SCS SB 80, A.A.		Creates and modifies provisions relating to sports	dropped:filter-3/5	no research area fits, or the measure is a tax, licensing or local-government omnibus with no single defensible direction
