session	bill	chamber	printed_roll	roll_call_id	date	yea	nay	disposition	reason	title
2196	HB2172	H	96	1518331	2025-03-17	93	1	screened	final-roll-not-divided	Relating to adding an athletic trainer to the Board of Physical Therapy
2196	HB2172	S	309	1537067	2025-04-04	29	4	screened	final-roll-not-divided	Relating to adding an athletic trainer to the Board of Physical Therapy
2196	HB2217	H	409	1540383	2025-04-09	96	3	screened	final-roll-not-divided	Relating to penalties for conspiracy to commit murder
2196	HB2217	S	329	1538527	2025-04-07	34	0	screened	final-roll-not-divided	Relating to penalties for conspiracy to commit murder
2196	HB2222	H	20	1503085	2025-03-03	96	0	screened	final-roll-not-divided	Relating to authorizing certain agencies of the Department of Administration to promulgate legislative rules.
2196	HB2222	S	126	1519626	2025-03-18	34	0	screened	final-roll-not-divided	Relating to authorizing certain agencies of the Department of Administration to promulgate legislative rules.
2196	HB2233	H	62	1515788	2025-03-12	82	14	screened	final-roll-not-divided	Authorizing the Department of Environmental Protection to promulgate legislative rules
2196	HB2233	S	310	1537061	2025-04-04	31	2	screened	final-roll-not-divided	Authorizing the Department of Environmental Protection to promulgate legislative rules
2196	HB2267	H	625	1546781	2025-04-12	73	25	not-selected	filter 5: an omnibus authorization of many unrelated legislative rules	Authorizing Department of Revenue to Promulgate Legislative Rules
2196	HB2267	S	600	1546779	2025-04-12	25	8	not-selected	filter 5: an omnibus authorization of many unrelated legislative rules	Authorizing Department of Revenue to Promulgate Legislative Rules
2196	HB2331	H	369	1536081	2025-04-03	98	0	screened	final-roll-not-divided	Relating to authorizing certain agencies of the Department of Commerce to promulgate legislative rules
2196	HB2331	S	326	1538123	2025-04-07	34	0	screened	final-roll-not-divided	Relating to authorizing certain agencies of the Department of Commerce to promulgate legislative rules
2196	HB2344	H	586	1546666	2025-04-12	74	18	screened	final-roll-not-divided	Relating generally to traffic safety
2196	HB2344	S	471	1545361	2025-04-11	34	0	screened	final-roll-not-divided	Relating generally to traffic safety
2196	HB2347	H	628	1546709	2025-04-12	97	0	screened	final-roll-not-divided	The Joel Archer Substance Abuse Intervention Act.
2196	HB2347	S	545	1546580	2025-04-12	34	0	screened	final-roll-not-divided	The Joel Archer Substance Abuse Intervention Act.
2196	HB2354	H	74	1517117	2025-03-13	79	17	screened	final-roll-not-divided	Banning certain products from food in West Virginia
2196	HB2354	S	111	1518084	2025-03-14	26	4	screened	final-roll-not-divided	Banning certain products from food in West Virginia
2196	HB2358	H	576	1546620	2025-04-12	98	0	screened	final-roll-not-divided	Relating to postmortem examinations
2196	HB2358	S	474	1545925	2025-04-11	34	0	screened	final-roll-not-divided	Relating to postmortem examinations
2196	HB2360	H	410	1539700	2025-04-08	99	0	screened	final-roll-not-divided	Clarifying the victims of crimes against law-enforcement officers.
2196	HB2360	S	330	1538153	2025-04-07	34	0	screened	final-roll-not-divided	Clarifying the victims of crimes against law-enforcement officers.
2196	HB2387	H	84	1517051	2025-03-13	93	0	screened	final-roll-not-divided	To repeal the class A1 Pistol stamp for hunting
2196	HB2387	S	255	1530943	2025-03-31	34	0	screened	final-roll-not-divided	To repeal the class A1 Pistol stamp for hunting
2196	HB2397	H	397	1538159	2025-04-07	98	0	screened	final-roll-not-divided	Prevent immediate family members from acting in a fiduciary capacity for the same governmental authority
2196	HB2397	S	422	1542615	2025-04-09	31	0	screened	final-roll-not-divided	Prevent immediate family members from acting in a fiduciary capacity for the same governmental authority
2196	HB2399	H	210	1528964	2025-03-27	91	4	screened	final-roll-not-divided	Relating to the taxation of managed timber
2196	HB2399	S	331	1538083	2025-04-07	34	0	screened	final-roll-not-divided	Relating to the taxation of managed timber
2196	HB2402	H	589	1546544	2025-04-12	83	9	screened	final-roll-not-divided	Relating to providing access to medical records; providing access to a minor’s medical record
2196	HB2402	S	428	1543294	2025-04-10	32	2	screened	final-roll-not-divided	Relating to providing access to medical records; providing access to a minor’s medical record
2196	HB2411	H	554	1545997	2025-04-11	97	1	screened	final-roll-not-divided	To provide and change graduation requirements and change duties relating to academic content standards
2196	HB2411	S	453	1543797	2025-04-10	31	2	screened	final-roll-not-divided	To provide and change graduation requirements and change duties relating to academic content standards
2196	HB2434	H	485	1544736	2025-04-10	95	0	screened	final-roll-not-divided	Relating to establishing the Stop Squatters Act
2196	HB2434	S	529	1546378	2025-04-11	32	0	screened	final-roll-not-divided	Relating to establishing the Stop Squatters Act
2196	HB2441	H	372	1535628	2025-04-03	98	0	screened	final-roll-not-divided	To make those who fail drug test ineligible for unemployment
2196	HB2441	S	155	1524001	2025-03-21	34	0	screened	final-roll-not-divided	To make those who fail drug test ineligible for unemployment
2196	HB2444	H	34	1507458	2025-03-06	80	20	not-selected	filter 5: narrowing the Lottery Commission's records inspection reads both ways	Relating to limiting financial records of limited video lottery permittees that are subject to examination by Lottery Co
2196	HB2444	S	393	1542021	2025-04-09	24	10	not-selected	filter 5: narrowing the Lottery Commission's records inspection reads both ways	Relating to limiting financial records of limited video lottery permittees that are subject to examination by Lottery Co
2196	HB2451	H	637	1556131	2025-04-12	82	12	screened	final-roll-not-divided	To facilitate the creation of home-based businesses
2196	HB2451	S	605	1547653	2025-04-12	31	2	screened	final-roll-not-divided;printed-roll-number-shared	To facilitate the creation of home-based businesses
2196	HB2479	H	592	1546573	2025-04-12	95	0	screened	final-roll-not-divided	Relating to Management and control of county authority vested in board
2196	HB2479	S	429	1543704	2025-04-10	34	0	screened	final-roll-not-divided	Relating to Management and control of county authority vested in board
2196	HB2484	H	212	1528812	2025-03-27	96	0	screened	final-roll-not-divided	Clarifying the probationary period for paid municipal firefighters.
2196	HB2484	S	394	1541380	2025-04-09	34	0	screened	final-roll-not-divided	Clarifying the probationary period for paid municipal firefighters.
2196	HB2491	H	311	1532239	2025-04-01	93	7	screened	final-roll-not-divided	Relating to conditions on holding online raffles
2196	HB2491	S	430	1543434	2025-04-10	21	13	not-selected	filter 5: online raffle rules, no research area fits	Relating to conditions on holding online raffles
2196	HB2499	H	486	1544260	2025-04-10	95	0	screened	final-roll-not-divided	Training course for principals in public schools; informing teachers of their rights and protections; IEP format
2196	HB2499	S	362	1540592	2025-04-08	33	0	screened	final-roll-not-divided	Training course for principals in public schools; informing teachers of their rights and protections; IEP format
2196	HB2511	H	603	1546641	2025-04-12	67	30	not-selected	filter 5: alcohol at charitable bingo, no research area fits	Relating to charitable bingo and alcohol sales and consumption while such bingo is taking places
2196	HB2511	S	475	1546244	2025-04-11	23	11	not-selected	filter 5: alcohol at charitable bingo, no research area fits	Relating to charitable bingo and alcohol sales and consumption while such bingo is taking places
2196	HB2513	H	380	1537066	2025-04-04	93	0	screened	final-roll-not-divided	Enhancing training requirements for county boards of education members
2196	HB2513	S	303	1535821	2025-04-03	27	7	batch-01	imported	Enhancing training requirements for county boards of education members
2196	HB2516	H	89	1518108	2025-03-14	92	0	screened	final-roll-not-divided	To repeal antiquated and inoperative portions of code.
2196	HB2516	S	256	1530875	2025-03-31	34	0	screened	final-roll-not-divided	To repeal antiquated and inoperative portions of code.
2196	HB2528	H	555	1545988	2025-04-11	96	1	screened	final-roll-not-divided	To permit students in Christian schools at the elementary and middle school level to participate in county level sport t
2196	HB2528	S	431	1543814	2025-04-10	34	0	screened	final-roll-not-divided	To permit students in Christian schools at the elementary and middle school level to participate in county level sport t
2196	HB2548	H	122	1522354	2025-03-20	96	0	screened	final-roll-not-divided	Clarifying duties of state superintendent regarding rule implementation
2196	HB2548	S	299	1533997	2025-04-02	31	3	screened	final-roll-not-divided	Clarifying duties of state superintendent regarding rule implementation
2196	HB2575	H	577	1546587	2025-04-12	97	0	screened	final-roll-not-divided	Relating to the establishment of a full-time Dementia Services Director position.
2196	HB2575	S	477	1545901	2025-04-11	34	0	screened	final-roll-not-divided	Relating to the establishment of a full-time Dementia Services Director position.
2196	HB2576	H	312	1532970	2025-04-01	96	4	screened	final-roll-not-divided	NIL Protection Act
2196	HB2576	S	462	1544636	2025-04-10	31	1	screened	final-roll-not-divided	NIL Protection Act
2196	HB2595	H	314	1532110	2025-04-01	97	3	screened	final-roll-not-divided	Non Profit Athletics Act
2196	HB2595	S	464	1544727	2025-04-10	32	0	screened	final-roll-not-divided	Non Profit Athletics Act
2196	HB2678	H	633	1546730	2025-04-12	97	0	screened	final-roll-not-divided;printed-roll-number-shared	Relating to school zones of public or private schools
2196	HB2678	S	313	1537235	2025-04-04	33	0	screened	final-roll-not-divided	Relating to school zones of public or private schools
2196	HB2695	H	573	1546633	2025-04-12	87	8	screened	final-roll-not-divided	Raleigh and Mason Counties Economic Opportunity Development Districts
2196	HB2695	S	599	1546775	2025-04-12	21	12	not-selected	filter 3: a single-county excise tax district (Raleigh and Mason)	Raleigh and Mason Counties Economic Opportunity Development Districts
2196	HB2709	H	398	1538250	2025-04-07	97	1	screened	final-roll-not-divided	Permitting a voter with a change of address to vote in his or her new precinct without having to cast a provisional ball
2196	HB2709	S	314	1537255	2025-04-04	33	0	screened	final-roll-not-divided	Permitting a voter with a change of address to vote in his or her new precinct without having to cast a provisional ball
2196	HB2711	H	68	1515800	2025-03-12	86	0	screened	final-roll-not-divided	Relating to the repeal of the common law rule against perpetuities by extending it to 1,000 years for all trusts
2196	HB2711	S	364	1541195	2025-04-08	33	0	screened	final-roll-not-divided	Relating to the repeal of the common law rule against perpetuities by extending it to 1,000 years for all trusts
2196	HB2718	H	578	1546589	2025-04-12	94	2	screened	final-roll-not-divided	Relating to creating a State Advisory Council on Establishing a Military College
2196	HB2718	S	479	1545574	2025-04-11	34	0	screened	final-roll-not-divided	Relating to creating a State Advisory Council on Establishing a Military College
2196	HB2742	H	91	1518066	2025-03-14	92	0	screened	final-roll-not-divided	Relating to creating limited waiver from certificate of public convenience and necessity requirement for certain water o
2196	HB2742	S	432	1543452	2025-04-10	32	2	screened	final-roll-not-divided	Relating to creating limited waiver from certificate of public convenience and necessity requirement for certain water o
2196	HB2752	H	451	1543334	2025-04-10	88	11	screened	final-roll-not-divided	Relating to motorcycle safety
2196	HB2752	S	365	1541204	2025-04-08	27	6	screened	final-roll-not-divided	Relating to motorcycle safety
2196	HB2755	H	580	1546546	2025-04-12	66	32	not-selected	filter 5: pulls both ways. Subjecting Board of Education rules to legislative approval is accountability to one reader and a loss of independence to another	To provide that the West Virginia Board of Education may promulgate rules or policies to be submitted to the Legislature
2196	HB2755	S	434	1543871	2025-04-10	19	15	not-selected	filter 5: pulls both ways. Subjecting Board of Education rules to legislative approval is accountability to one reader and a loss of independence to another	To provide that the West Virginia Board of Education may promulgate rules or policies to be submitted to the Legislature
2196	HB2761	H	69	1516612	2025-03-12	79	8	screened	final-roll-not-divided	Relating generally to magistrate courts
2196	HB2761	S	366	1541147	2025-04-08	32	1	screened	final-roll-not-divided	Relating generally to magistrate courts
2196	HB2773	H	124	1522325	2025-03-20	95	0	screened	final-roll-not-divided	Higher Ed Rules
2196	HB2773	S	367	1540692	2025-04-08	33	0	screened	final-roll-not-divided	Higher Ed Rules
2196	HB2797	H	557	1546540	2025-04-12	98	1	screened	final-roll-not-divided	Relating to who may diagnose post-traumatic stress disorder as a compensable injury or disease under workers compensatio
2196	HB2797	S	581	1546768	2025-04-12	33	0	screened	final-roll-not-divided	Relating to who may diagnose post-traumatic stress disorder as a compensable injury or disease under workers compensatio
2196	HB2802	H	107	1519441	2025-03-18	98	0	screened	final-roll-not-divided	Relating to in-service training credits for law-enforcement officers
2196	HB2802	S	480	1546221	2025-04-11	34	0	screened	final-roll-not-divided	Relating to in-service training credits for law-enforcement officers
2196	HB2836	H	236	1530069	2025-03-28	89	3	screened	final-roll-not-divided	Relating to wild animal rehabilitation permits
2196	HB2836	S	481	1545569	2025-04-11	31	3	screened	final-roll-not-divided	Relating to wild animal rehabilitation permits
2196	HB2866	H	488	1544047	2025-04-10	86	10	screened	final-roll-not-divided	Relating to fees and charges for municipality provided fire services
2196	HB2866	S	396	1541636	2025-04-09	34	0	screened	final-roll-not-divided	Relating to fees and charges for municipality provided fire services
2196	HB2867	H	453	1543302	2025-04-10	97	2	screened	final-roll-not-divided	Relating to Small Estates
2196	HB2867	S	369	1541200	2025-04-08	33	0	screened	final-roll-not-divided	Relating to Small Estates
2196	HB2871	H	454	1543648	2025-04-10	99	0	screened	final-roll-not-divided	Relating to the crime of negligent homicide
2196	HB2871	S	530	1546437	2025-04-11	32	0	screened	final-roll-not-divided	Relating to the crime of negligent homicide
2196	HB2880	H	624	1546720	2025-04-12	98	0	screened	final-roll-not-divided	Relating to parent resource navigators
2196	HB2880	S	602	1546719	2025-04-12	32	1	screened	final-roll-not-divided	Relating to parent resource navigators
2196	HB2889	H	455	1544408	2025-04-10	95	2	screened	final-roll-not-divided	To permit a fairness hearing exemption to the registration requirements of the Uniform Securities Act.
2196	HB2889	S	397	1541356	2025-04-09	33	1	screened	final-roll-not-divided	To permit a fairness hearing exemption to the registration requirements of the Uniform Securities Act.
2196	HB2897	H	273	1530882	2025-03-31	95	0	screened	final-roll-not-divided	Permitting the Legislative Auditor to conduct periodic performance and financial audits of the West Virginia Department 
2196	HB2897	S	371	1540900	2025-04-08	33	0	screened	final-roll-not-divided	Permitting the Legislative Auditor to conduct periodic performance and financial audits of the West Virginia Department 
2196	HB2942	H	604	1546643	2025-04-12	93	4	screened	final-roll-not-divided	Administration of the West Virginia Department of Environmental Protection Design-Build Pilot Program
2196	HB2942	S	436	1544149	2025-04-10	34	0	screened	final-roll-not-divided	Administration of the West Virginia Department of Environmental Protection Design-Build Pilot Program
2196	HB2943	H	43	1508615	2025-03-07	95	1	screened	final-roll-not-divided	Administration of the West Virginia Hazardous Waste Management Act
2196	HB2943	S	399	1541458	2025-04-09	33	0	screened	final-roll-not-divided	Administration of the West Virginia Hazardous Waste Management Act
2196	HB2960	H	489	1544268	2025-04-10	68	28	not-selected	filter 3: a snow removal pilot confined to Monongalia and Preston counties	Allowing the Division of Highways to contract out snow removal to private companies on secondary roads in Monongalia and
2196	HB2960	S	531	1546097	2025-04-11	32	0	screened	final-roll-not-divided	Allowing the Division of Highways to contract out snow removal to private companies on secondary roads in Monongalia and
2196	HB2961	H	605	1546651	2025-04-12	96	0	screened	final-roll-not-divided	To amend the law concerning ownership and possession of real property
2196	HB2961	S	482	1545858	2025-04-11	34	0	screened	final-roll-not-divided	To amend the law concerning ownership and possession of real property
2196	HB2963	H	215	1529138	2025-03-27	82	12	screened	final-roll-not-divided	To ensure that the survivor of a merger, reorganization, purchase, or assumption of liabilities of a bank chartered by W
2196	HB2963	S	483	1545677	2025-04-11	34	0	screened	final-roll-not-divided	To ensure that the survivor of a merger, reorganization, purchase, or assumption of liabilities of a bank chartered by W
2196	HB2964	H	237	1529877	2025-03-28	91	0	screened	final-roll-not-divided	Amending residency requirements for regional airport boards
2196	HB2964	S	401	1541904	2025-04-09	34	0	screened	final-roll-not-divided	Amending residency requirements for regional airport boards
2196	HB3000	H	606	1546734	2025-04-12	92	4	screened	final-roll-not-divided	Relating to agency changes and updates to the West Virginia Commercial Feed Law.
2196	HB3000	S	437	1543351	2025-04-10	33	0	screened	final-roll-not-divided	Relating to agency changes and updates to the West Virginia Commercial Feed Law.
2196	HB3012	H	217	1529081	2025-03-27	86	6	screened	final-roll-not-divided	Relating to Lottery Money Distribution
2196	HB3012	S	402	1541651	2025-04-09	34	0	screened	final-roll-not-divided	Relating to Lottery Money Distribution
2196	HB3014	H	352	1534945	2025-04-02	94	6	screened	final-roll-not-divided	Relating generally to liability of hospital police
2196	HB3014	S	484	1546299	2025-04-11	34	0	screened	final-roll-not-divided	Relating generally to liability of hospital police
2196	HB3016	H	594	1546632	2025-04-12	88	10	screened	final-roll-not-divided	Photo voter ID.
2196	HB3016	S	485	1545864	2025-04-11	32	2	screened	final-roll-not-divided	Photo voter ID.
2196	HB3024	H	490	1544267	2025-04-10	96	0	screened	final-roll-not-divided	Guaranteed course transfer bill
2196	HB3024	S	372	1540647	2025-04-08	33	0	screened	final-roll-not-divided	Guaranteed course transfer bill
2196	HB3030	H	411	1539553	2025-04-08	84	14	screened	final-roll-not-divided	Administration of the West Virginia Water Pollution Control Act
2196	HB3030	S	332	1538240	2025-04-07	28	6	screened	final-roll-not-divided	Administration of the West Virginia Water Pollution Control Act
2196	HB3080	H	491	1544668	2025-04-10	96	0	screened	final-roll-not-divided	Military Spouse hiring preference
2196	HB3080	S	373	1541047	2025-04-08	33	0	screened	final-roll-not-divided	Military Spouse hiring preference
2196	HB3089	H	126	1522518	2025-03-20	95	0	screened	final-roll-not-divided	Mandate the use of WV DMV electronic lien and title system for certain entities and persons
2196	HB3089	S	333	1538171	2025-04-07	33	1	screened	final-roll-not-divided	Mandate the use of WV DMV electronic lien and title system for certain entities and persons
2196	HB3125	H	631	1546759	2025-04-12	97	0	screened	final-roll-not-divided;printed-roll-number-shared	To remove restrictions from teachers receiving permanent teaching licenses
2196	HB3125	S	589	1546704	2025-04-12	31	0	screened	final-roll-not-divided	To remove restrictions from teachers receiving permanent teaching licenses
2196	HB3133	H	277	1530854	2025-03-31	94	1	screened	final-roll-not-divided	Permitting counties and municipalities to enter into memoranda of understanding for demolition of dilapidated structures
2196	HB3133	S	438	1543335	2025-04-10	34	0	screened	final-roll-not-divided	Permitting counties and municipalities to enter into memoranda of understanding for demolition of dilapidated structures
2196	HB3144	H	186	1526054	2025-03-25	96	1	screened	final-roll-not-divided	Wireless Infrastructure and Facilities Siting and Co-location
2196	HB3144	S	440	1543377	2025-04-10	34	0	screened	final-roll-not-divided	Wireless Infrastructure and Facilities Siting and Co-location
2196	HB3152	H	595	1546764	2025-04-12	91	4	screened	final-roll-not-divided	Claims Bill
2196	HB3152	S	404	1541867	2025-04-09	34	0	screened	final-roll-not-divided	Claims Bill
2196	HB3156	H	492	1544350	2025-04-10	96	0	screened	final-roll-not-divided	Create exemption for Legislature for reporting requirements in Shared Services Section
2196	HB3156	S	374	1541245	2025-04-08	33	0	screened	final-roll-not-divided	Create exemption for Legislature for reporting requirements in Shared Services Section
2196	HB3157	H	246	1530176	2025-03-28	88	0	screened	final-roll-not-divided	Relating to shortened procedure for road condition claims
2196	HB3157	S	375	1541171	2025-04-08	33	0	screened	final-roll-not-divided	Relating to shortened procedure for road condition claims
2196	HB3162	H	642	1546762	2025-04-12	98	0	screened	final-roll-not-divided	Providing that causes of action under Chapter 46A of the Code of West Virginia survive the death of the party
2196	HB3162	S	488	1545426	2025-04-11	34	0	screened	final-roll-not-divided	Providing that causes of action under Chapter 46A of the Code of West Virginia survive the death of the party
2196	HB3164	H	247	1530059	2025-03-28	88	2	screened	final-roll-not-divided	Requiring registered sex offenders pay annual fee
2196	HB3164	S	603	1546718	2025-04-12	33	0	screened	final-roll-not-divided	Requiring registered sex offenders pay annual fee
2196	HB3166	H	607	1546658	2025-04-12	94	2	screened	final-roll-not-divided	Requirements for School Safety Mapping Data
2196	HB3166	S	406	1541417	2025-04-09	34	0	screened	final-roll-not-divided	Requirements for School Safety Mapping Data
2196	HB3179	H	282	1530798	2025-03-31	97	0	screened	final-roll-not-divided	Funding for failing public utilities
2196	HB3179	S	441	1543314	2025-04-10	34	0	screened	final-roll-not-divided	Funding for failing public utilities
2196	HB3181	H	283	1530841	2025-03-31	97	0	screened	final-roll-not-divided	Allow all law enforcement officers to purchase gun upon retirement
2196	HB3181	S	592	1546763	2025-04-12	33	0	screened	final-roll-not-divided	Allow all law enforcement officers to purchase gun upon retirement
2196	HB3187	H	145	1523990	2025-03-21	97	0	screened	final-roll-not-divided	Relating to the West Virginia Task Force on Artificial Intelligence
2196	HB3187	S	442	1543313	2025-04-10	34	0	screened	final-roll-not-divided	Relating to the West Virginia Task Force on Artificial Intelligence
2196	HB3192	H	128	1522363	2025-03-20	95	0	screened	final-roll-not-divided	To repeal obsolete, conflicting or inoperative provisions of code that pertain to higher education
2196	HB3192	S	257	1531461	2025-03-31	34	0	screened	final-roll-not-divided	To repeal obsolete, conflicting or inoperative provisions of code that pertain to higher education
2196	HB3209	H	608	1546639	2025-04-12	96	0	screened	final-roll-not-divided	To provide at least one counselor for every 250 students in public schools and public charter schools in this state.
2196	HB3209	S	491	1545852	2025-04-11	34	0	screened	final-roll-not-divided	To provide at least one counselor for every 250 students in public schools and public charter schools in this state.
2196	HB3263	H	609	1546628	2025-04-12	97	0	screened	final-roll-not-divided	Relating to providing notification of utility service disruption to its' customers
2196	HB3263	S	493	1545817	2025-04-11	34	0	screened	final-roll-not-divided	Relating to providing notification of utility service disruption to its' customers
2196	HB3272	H	596	1546771	2025-04-12	87	8	screened	final-roll-not-divided	Relating to eviction proceedings
2196	HB3272	S	443	1543563	2025-04-10	34	0	screened	final-roll-not-divided	Relating to eviction proceedings
2196	HB3274	H	171	1524600	2025-03-24	92	1	screened	final-roll-not-divided	Relating to reports of circuit court proceedings
2196	HB3274	S	444	1543878	2025-04-10	33	1	screened	final-roll-not-divided	Relating to reports of circuit court proceedings
2196	HB3275	H	172	1524656	2025-03-24	90	4	screened	final-roll-not-divided	Update timing for appeals
2196	HB3275	S	445	1544735	2025-04-10	33	1	screened	final-roll-not-divided	Update timing for appeals
2196	HB3277	H	610	1546772	2025-04-12	97	0	screened	final-roll-not-divided	Relating to defining terms for the West Virginia Hospital Finance Authority Act
2196	HB3277	S	376	1541166	2025-04-08	33	0	screened	final-roll-not-divided	Relating to defining terms for the West Virginia Hospital Finance Authority Act
