bill	overridden	rolls	chambers	roll_call_id	chamber	seq	date	yea	nay	title	disposition	reason
HB757	yes	3	H	1676121	house	451	2026-04-01	65	25	AN ACT relating to revenue measures and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB757	yes	3	H	1682860	house	467	2026-04-14	66	18	AN ACT relating to revenue measures and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB78	yes	5	HS	1664764	house	273	2026-03-17	75	17	AN ACT relating to firearms liability protections and declaring an emergency.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
HB78	yes	5	HS	1671512	senate	4024	2026-03-26	32	6	AN ACT relating to firearms liability protections and declaring an emergency.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
HB78	yes	5	HS	1674505	house	362	2026-03-31	76	16	AN ACT relating to firearms liability protections and declaring an emergency.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
HB78	yes	5	HS	1682943	house	457	2026-04-14	80	19	AN ACT relating to firearms liability protections and declaring an emergency.	imported	selected for batch-01 and imported
HB78	yes	5	HS	1682944	senate	4163	2026-04-14	31	6	AN ACT relating to firearms liability protections and declaring an emergency.	imported	selected for batch-01 and imported
HB869	no	1	H	1683983	house	512	2026-04-15	70	22	AN ACT relating to fiscal matters and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB904	yes	4	HS	1666732	house	289	2026-03-19	79	15	AN ACT relating to gaming.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB904	yes	4	HS	1675509	senate	4138	2026-04-01	24	13	AN ACT relating to gaming.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB904	yes	4	HS	1675510	house	452	2026-04-01	64	19	AN ACT relating to gaming.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB904	yes	4	HS	1682829	senate	4185	2026-04-14	26	5	AN ACT relating to gaming.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB96	yes	4	HS	1625359	house	20	2026-01-22	79	16	AN ACT relating to the postsecondary education working group and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB96	yes	4	HS	1674516	house	363	2026-03-31	79	14	AN ACT relating to the postsecondary education working group and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB96	yes	4	HS	1682858	house	458	2026-04-14	80	19	AN ACT relating to the postsecondary education working group and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
HB96	yes	4	HS	1682859	senate	4164	2026-04-14	32	6	AN ACT relating to the postsecondary education working group and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB1	yes	5	HS	1621092	senate	3792	2026-02-02	29	7	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB1	yes	5	HS	1675564	house	423	2026-04-01	75	19	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB1	yes	5	HS	1675565	senate	4120	2026-04-01	29	8	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB1	yes	5	HS	1682884	senate	4145	2026-04-14	31	7	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB1	yes	5	HS	1682885	house	475	2026-04-14	79	20	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB100	yes	4	HS	1662159	senate	3919	2026-03-12	30	6	AN ACT relating to the Energy Planning and Inventory Commission and declaring an emergency.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB100	yes	4	HS	1675536	house	421	2026-04-01	77	15	AN ACT relating to the Energy Planning and Inventory Commission and declaring an emergency.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB100	yes	4	HS	1682855	senate	4150	2026-04-14	32	6	AN ACT relating to the Energy Planning and Inventory Commission and declaring an emergency.	imported	selected for batch-01 and imported
SB100	yes	4	HS	1682856	house	480	2026-04-14	79	18	AN ACT relating to the Energy Planning and Inventory Commission and declaring an emergency.	imported	selected for batch-01 and imported
SB101	no	2	S	1643081	senate	3850	2026-02-24	27	10	AN ACT relating to children.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB101	no	2	S	1671519	senate	4020	2026-03-26	32	6	AN ACT relating to children.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB104	no	3	HS	1639318	senate	3837	2026-02-19	32	6	AN ACT relating to first responders.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB104	no	3	HS	1670413	house	321	2026-03-25	79	16	AN ACT relating to first responders.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB104	no	3	HS	1674599	senate	4074	2026-03-31	32	6	AN ACT relating to first responders.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB137	no	1	S	1655689	senate	3884	2026-03-05	30	7	AN ACT relating to a provisional license to practice medicine.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB173	yes	4	HS	1651286	senate	3877	2026-03-03	30	6	AN ACT relating to legislative oversight of the Medicaid state plan and declaring an emergency.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB173	yes	4	HS	1671872	house	350	2026-03-27	74	16	AN ACT relating to legislative oversight of the Medicaid state plan and declaring an emergency.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB173	yes	4	HS	1682933	senate	4151	2026-04-14	32	6	AN ACT relating to legislative oversight of the Medicaid state plan and declaring an emergency.	imported	selected for batch-01 and imported
SB173	yes	4	HS	1682934	house	481	2026-04-14	80	19	AN ACT relating to legislative oversight of the Medicaid state plan and declaring an emergency.	imported	selected for batch-01 and imported
SB183	yes	4	HS	1629063	senate	3811	2026-02-10	32	6	AN ACT relating to the regulation of proxy advisory services.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB183	yes	4	HS	1665076	senate	3944	2026-03-17	31	6	AN ACT relating to the regulation of proxy advisory services.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB183	yes	4	HS	1674561	senate	4038	2026-03-31	31	6	AN ACT relating to the regulation of proxy advisory services.	imported	selected for batch-01 and imported
SB183	yes	4	HS	1674562	house	388	2026-03-31	76	15	AN ACT relating to the regulation of proxy advisory services.	imported	selected for batch-01 and imported
SB195	no	2	HS	1671526	house	330	2026-03-26	66	25	AN ACT relating to participants in the legal system.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB195	no	2	HS	1674572	senate	4075	2026-03-31	29	9	AN ACT relating to participants in the legal system.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB199	yes	6	HS	1655255	senate	3886	2026-03-05	23	13	AN ACT relating to pesticide labeling.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB199	yes	6	HS	1665105	house	265	2026-03-17	18	20	AN ACT relating to pesticide labeling.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB199	yes	6	HS	1665106	house	266	2026-03-17	53	37	AN ACT relating to pesticide labeling.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB199	yes	6	HS	1666752	senate	3954	2026-03-19	24	11	AN ACT relating to pesticide labeling.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB199	yes	6	HS	1674531	senate	4084	2026-03-31	24	12	AN ACT relating to pesticide labeling.	imported	selected for batch-01 and imported
SB199	yes	6	HS	1675555	house	409	2026-04-01	56	32	AN ACT relating to pesticide labeling.	imported	selected for batch-01 and imported
SB219	no	1	S	1674515	senate	4076	2026-03-31	32	6	AN ACT relating to debts.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB251	yes	5	HS	1663839	senate	3936	2026-03-16	24	11	AN ACT relating to the Department of Corrections.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB251	yes	5	HS	1674495	house	392	2026-03-31	68	23	AN ACT relating to the Department of Corrections.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB251	yes	5	HS	1675562	senate	4102	2026-04-01	27	9	AN ACT relating to the Department of Corrections.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB251	yes	5	HS	1682822	senate	4152	2026-04-14	30	7	AN ACT relating to the Department of Corrections.	imported	selected for batch-01 and imported
SB251	yes	5	HS	1682823	house	484	2026-04-14	74	16	AN ACT relating to the Department of Corrections.	imported	selected for batch-01 and imported
SB263	yes	6	HS	1665047	senate	3945	2026-03-17	30	6	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB263	yes	6	HS	1675513	house	410	2026-04-01	18	25	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB263	yes	6	HS	1675514	house	411	2026-04-01	75	18	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB263	yes	6	HS	1675515	senate	4116	2026-04-01	32	6	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB263	yes	6	HS	1682847	senate	4153	2026-04-14	32	6	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB263	yes	6	HS	1682848	house	485	2026-04-14	75	15	AN ACT relating to education.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB278	no	1	S	1663559	senate	3937	2026-03-16	29	6	AN ACT relating to the Department of Kentucky State Police.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB29	no	1	H	1671539	house	335	2026-03-26	70	19	AN ACT relating to solid waste management facilities and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB291	yes	1	S	1682841	senate	4154	2026-04-14	32	6	AN ACT relating to recyclers and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB324	no	1	H	1683991	house	502	2026-04-15	80	15	AN ACT relating to the entertainment industry.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB39	no	1	S	1640049	senate	3841	2026-02-20	29	8	AN ACT relating to fish and wildlife and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB4	yes	5	HS	1667107	house	304	2026-03-20	74	15	AN ACT relating to education and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB4	yes	5	HS	1676128	house	430	2026-04-01	72	21	AN ACT relating to education and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB4	yes	5	HS	1676129	senate	4131	2026-04-01	28	7	AN ACT relating to education and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB4	yes	5	HS	1682831	senate	4146	2026-04-14	30	8	AN ACT relating to education and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB4	yes	5	HS	1682832	house	476	2026-04-14	78	19	AN ACT relating to education and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB59	yes	5	HS	1655800	senate	3883	2026-03-05	28	9	AN ACT relating to prohibited uses of tax dollars and resources.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB59	yes	5	HS	1670685	house	326	2026-03-25	75	16	AN ACT relating to prohibited uses of tax dollars and resources.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB59	yes	5	HS	1671517	senate	4018	2026-03-26	29	8	AN ACT relating to prohibited uses of tax dollars and resources.	batch-01:not-selected	filter 4: one roll per measure per chamber. The chamber's later divided roll was selected instead.
SB59	yes	5	HS	1682941	senate	4147	2026-04-14	31	7	AN ACT relating to prohibited uses of tax dollars and resources.	imported	selected for batch-01 and imported
SB59	yes	5	HS	1682942	house	477	2026-04-14	80	19	AN ACT relating to prohibited uses of tax dollars and resources.	imported	selected for batch-01 and imported
SB65	yes	4	HS	1661038	senate	3910	2026-03-11	26	6	AN ACT relating to deficient administrative regulations and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB65	yes	4	HS	1669297	house	311	2026-03-24	73	19	AN ACT relating to deficient administrative regulations and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB65	yes	4	HS	1682938	senate	4148	2026-04-14	32	6	AN ACT relating to deficient administrative regulations and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB65	yes	4	HS	1682939	house	478	2026-04-14	79	19	AN ACT relating to deficient administrative regulations and declaring an emergency.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB66	no	1	H	1684100	house	500	2026-04-15	79	15	AN ACT relating to the operation of a motor vehicle.	candidate:batch-02	passed the divided-and-enacted gate; not yet read
SB77	yes	2	HS	1682867	senate	4149	2026-04-14	31	6	AN ACT relating to ibogaine research in the Commonwealth.	imported	selected for batch-01 and imported
