session	bill	chamber	printed_roll	roll_call_id	date	yea	nay	disposition	reason	title
2254	HB4418	S	535	1662553	2026-03-13	34	0	screened	final-roll-not-divided	Creating “The Tax Efficiency Act of 2026”
2254	HB4425	H	257	1650319	2026-03-03	78	19	screened	final-roll-not-divided	To repeal the provision allowing for students to transfer from one school to another without losing eligibility.
2254	HB4425	S	536	1662296	2026-03-13	20	14	not-selected	filter 5: repeal of an athletic transfer eligibility section, about school sports rather than education quality	To repeal the provision allowing for students to transfer from one school to another without losing eligibility.
2254	HB4433	H	215	1647983	2026-02-27	87	8	screened	final-roll-not-divided	Prohibiting Human Smuggling and Trafficking
2254	HB4433	S	364	1656293	2026-03-06	32	2	screened	final-roll-not-divided	Prohibiting Human Smuggling and Trafficking
2254	HB4437	H	632	1663066	2026-03-14	97	0	screened	final-roll-not-divided	To allow Gold Star parents to receive one free Gold Star vehicle registration for personal use.
2254	HB4437	S	398	1658230	2026-03-10	34	0	screened	final-roll-not-divided	To allow Gold Star parents to receive one free Gold Star vehicle registration for personal use.
2254	HB4452	H	237	1649004	2026-03-02	93	2	screened	final-roll-not-divided	To remove Mortmain restrictions on religious organizations
2254	HB4452	S	537	1662374	2026-03-13	33	0	screened	final-roll-not-divided	To remove Mortmain restrictions on religious organizations
2254	HB4463	H	633	1662900	2026-03-14	97	0	screened	final-roll-not-divided	Relating to the Board of Sanitarians
2254	HB4463	S	399	1658103	2026-03-10	34	0	screened	final-roll-not-divided	Relating to the Board of Sanitarians
2254	HB4464	H	103	1634969	2026-02-17	51	43	not-selected	filter 5: underground utility damage-prevention mechanics, no research area fits	Relating generally to Underground Facilities Damage prevention
2254	HB4464	S	373	1656957	2026-03-09	26	8	not-selected	filter 5: underground utility damage-prevention mechanics, no research area fits	Relating generally to Underground Facilities Damage prevention
2254	HB4474	H	75	1630074	2026-02-11	97	0	screened	final-roll-not-divided	Extending the Alzheimer’s Disease and Other Dementia Advisory Council sunset date.
2254	HB4474	S	110	1635478	2026-02-17	32	0	screened	final-roll-not-divided	Extending the Alzheimer’s Disease and Other Dementia Advisory Council sunset date.
2254	HB4483	H	635	1662933	2026-03-14	97	0	screened	final-roll-not-divided	Relating to funeral service licensure and administration
2254	HB4483	S	481	1661378	2026-03-12	34	0	screened	final-roll-not-divided	Relating to funeral service licensure and administration
2254	HB4484	H	378	1658286	2026-03-10	93	0	screened	final-roll-not-divided	To expand each county commission’s ability to sell or lease property.
2254	HB4484	S	374	1656933	2026-03-09	34	0	screened	final-roll-not-divided	To expand each county commission’s ability to sell or lease property.
2254	HB4538	H	637	1662974	2026-03-14	97	0	screened	final-roll-not-divided	Regarding fines in DOH work zones
2254	HB4538	S	519	1661539	2026-03-12	34	0	screened	final-roll-not-divided	Regarding fines in DOH work zones
2254	HB4546	H	638	1662944	2026-03-14	97	0	screened	final-roll-not-divided	Providing for biennial reporting instead of annual reporting for business organizations.
2254	HB4546	S	483	1661412	2026-03-12	34	0	screened	final-roll-not-divided	Providing for biennial reporting instead of annual reporting for business organizations.
2254	HB4552	H	691	1663240	2026-03-14	96	0	screened	final-roll-not-divided	Relating to the law-enforcement powers of correctional officers
2254	HB4552	S	484	1661530	2026-03-12	34	0	screened	final-roll-not-divided	Relating to the law-enforcement powers of correctional officers
2254	HB4561	H	87	1633226	2026-02-13	88	0	screened	final-roll-not-divided	Clarifying the sheriff’s authority to hire within their office.
2254	HB4561	S	401	1658713	2026-03-10	34	0	screened	final-roll-not-divided	Clarifying the sheriff’s authority to hire within their office.
2254	HB4575	H	212	1647589	2026-02-27	96	0	screened	final-roll-not-divided	Making Supplemental Appropriation to State Board of Education
2254	HB4575	S	193	1640371	2026-02-21	27	1	screened	final-roll-not-divided	Making Supplemental Appropriation to State Board of Education
2254	HB4577	H	675	1662947	2026-03-14	92	4	screened	final-roll-not-divided	Relating to driver’s licenses
2254	HB4577	S	538	1662422	2026-03-13	33	0	screened	final-roll-not-divided	Relating to driver’s licenses
2254	HB4592	H	676	1663189	2026-03-14	97	0	screened	final-roll-not-divided	Relating to college campus safety
2254	HB4592	S	540	1662317	2026-03-13	33	0	screened	final-roll-not-divided	Relating to college campus safety
2254	HB4599	H	127	1638126	2026-02-19	94	0	screened	final-roll-not-divided	Relating to the WV Cares background check variance process
2254	HB4599	S	376	1656990	2026-03-09	34	0	screened	final-roll-not-divided	Relating to the WV Cares background check variance process
2254	HB4606	H	696	1668719	2026-03-14	84	9	screened	final-roll-not-divided	Relating to the meaning of residence for the purpose of bail
2254	HB4606	S	712	1663222	2026-03-14	34	0	screened	final-roll-not-divided	Relating to the meaning of residence for the purpose of bail
2254	HB4610	H	639	1662902	2026-03-14	97	0	screened	final-roll-not-divided	Safeguard the Right-To-Try Cutting-Edge Medicine Act
2254	HB4610	S	485	1661256	2026-03-12	34	0	screened	final-roll-not-divided	Safeguard the Right-To-Try Cutting-Edge Medicine Act
2254	HB4625	H	640	1663062	2026-03-14	97	0	screened	final-roll-not-divided	Relating to quit claim deeds
2254	HB4625	S	486	1661700	2026-03-12	34	0	screened	final-roll-not-divided	Relating to quit claim deeds
2254	HB4638	H	128	1638359	2026-02-19	88	5	screened	final-roll-not-divided	Relating to registration of voters and voluntary registration of organ donors
2254	HB4638	S	402	1658633	2026-03-10	30	4	screened	final-roll-not-divided	Relating to registration of voters and voluntary registration of organ donors
2254	HB4696	H	51	1624488	2026-02-05	94	0	screened	final-roll-not-divided	Authorize the Department of Environmental Protection to deposit funds granted pursuant to federal programs
2254	HB4696	S	155	1638780	2026-02-19	33	0	screened	final-roll-not-divided	Authorize the Department of Environmental Protection to deposit funds granted pursuant to federal programs
2254	HB4712	H	678	1663049	2026-03-14	92	0	screened	final-roll-not-divided	Increasing the criminal penalties for DUI causing death to be known as “Baylea’s Law.”
2254	HB4712	S	547	1662700	2026-03-13	34	0	screened	final-roll-not-divided	Increasing the criminal penalties for DUI causing death to be known as “Baylea’s Law.”
2254	HB4740	H	40	1621485	2026-02-03	92	1	screened	final-roll-not-divided	Statutory Commitments in Rural Health Transformation Program
2254	HB4740	S	157	1638140	2026-02-19	33	0	screened	final-roll-not-divided	Statutory Commitments in Rural Health Transformation Program
2254	HB4749	H	351	1654797	2026-03-05	92	0	screened	final-roll-not-divided	Relating to adding requirements to the foster child bill of rights
2254	HB4749	S	314	1650430	2026-03-03	33	0	screened	final-roll-not-divided	Relating to adding requirements to the foster child bill of rights
2254	HB4755	H	688	1663276	2026-03-14	85	8	screened	final-roll-not-divided;printed-roll-number-shared;held-by-tally-audit	Adding Aggravated Vehicular Homicide to the list of qualifying offenses
2254	HB4755	S	488	1661240	2026-03-12	34	0	screened	final-roll-not-divided	Adding Aggravated Vehicular Homicide to the list of qualifying offenses
2254	HB4765	H	130	1638116	2026-02-19	95	0	screened	final-roll-not-divided	Teacher, School Personnel, and State Police Pay Raise
2254	HB4765	S	715	1663239	2026-03-14	33	1	screened	final-roll-not-divided	Teacher, School Personnel, and State Police Pay Raise
2254	HB4768	H	238	1648764	2026-03-02	96	0	screened	final-roll-not-divided	Relating to updating definitions to incorporate federal law changes to qualified higher education expenses for purposes 
2254	HB4768	S	489	1661310	2026-03-12	34	0	screened	final-roll-not-divided	Relating to updating definitions to incorporate federal law changes to qualified higher education expenses for purposes 
2254	HB4784	H	259	1650419	2026-03-03	90	2	screened	final-roll-not-divided	Extending the Qualified Opportunity Zones until July 1, 2032.
2254	HB4784	S	490	1661236	2026-03-12	33	1	screened	final-roll-not-divided	Extending the Qualified Opportunity Zones until July 1, 2032.
2254	HB4798	H	380	1658116	2026-03-10	93	0	screened	final-roll-not-divided	Permitting teachers to wear a “mobile alert button” for emergency situations, to be known as “Alyssa’s Law.”
2254	HB4798	S	378	1656894	2026-03-09	34	0	screened	final-roll-not-divided	Permitting teachers to wear a “mobile alert button” for emergency situations, to be known as “Alyssa’s Law.”
2254	HB4799	H	499	1662365	2026-03-13	97	0	screened	final-roll-not-divided	To establish the cold case task force for the State of West Virginia
2254	HB4799	S	403	1658151	2026-03-10	34	0	screened	final-roll-not-divided	To establish the cold case task force for the State of West Virginia
2254	HB4801	H	90	1633309	2026-02-13	89	1	screened	final-roll-not-divided	Defining Permissible expenditures for municipalities and counties
2254	HB4801	S	492	1661269	2026-03-12	34	0	screened	final-roll-not-divided	Defining Permissible expenditures for municipalities and counties
2254	HB4819	H	146	1640004	2026-02-20	96	0	screened	final-roll-not-divided	Relating to use of criminal records as disqualification from authorization to practice a particular profession
2254	HB4819	S	493	1661222	2026-03-12	34	0	screened	final-roll-not-divided	Relating to use of criminal records as disqualification from authorization to practice a particular profession
2254	HB4842	H	674	1663105	2026-03-14	96	0	screened	final-roll-not-divided	Relating to civil remedies for the unauthorized disclosure of intimate images.
2254	HB4842	S	494	1661227	2026-03-12	34	0	screened	final-roll-not-divided	Relating to civil remedies for the unauthorized disclosure of intimate images.
2254	HB4850	H	654	1663054	2026-03-14	97	0	screened	final-roll-not-divided	Providing online training for Executors/Executrix of an Estate
2254	HB4850	S	495	1661814	2026-03-12	34	0	screened	final-roll-not-divided	Providing online training for Executors/Executrix of an Estate
2254	HB4865	H	672	1663140	2026-03-14	82	14	screened	final-roll-not-divided	Providing for a program allowing election official trainees to be appointed as election officials
2254	HB4865	S	549	1662677	2026-03-13	34	0	screened	final-roll-not-divided	Providing for a program allowing election official trainees to be appointed as election officials
2254	HB4869	H	261	1650462	2026-03-03	90	1	screened	final-roll-not-divided	Establish narrow, clearly bounded guaranteed-issue rights for Medicare Supplement policies in West Virginia.
2254	HB4869	S	550	1662740	2026-03-13	34	0	screened	final-roll-not-divided	Establish narrow, clearly bounded guaranteed-issue rights for Medicare Supplement policies in West Virginia.
2254	HB4881	H	94	1634134	2026-02-16	94	0	screened	final-roll-not-divided	Relating to obtaining title to abandoned or junked motor vehicles abandoned on the property or place of business of an a
2254	HB4881	S	404	1658108	2026-03-10	34	0	screened	final-roll-not-divided	Relating to obtaining title to abandoned or junked motor vehicles abandoned on the property or place of business of an a
2254	HB4951	H	42	1621864	2026-02-03	58	35	not-selected	filter 5: a nutrition continuing-education requirement, too small	Requiring MDs and DOs to complete continuing education
2254	HB4951	S	688	1663277	2026-03-14	27	6	screened	final-roll-not-divided	Requiring MDs and DOs to complete continuing education
2254	HB4965	H	290	1652464	2026-03-04	93	0	screened	final-roll-not-divided	Relating to patient-centered treatment flexibility within the Public Employees Insurance Agency
2254	HB4965	S	497	1661564	2026-03-12	33	0	screened	final-roll-not-divided	Relating to patient-centered treatment flexibility within the Public Employees Insurance Agency
2254	HB4976	H	107	1635495	2026-02-17	94	1	screened	final-roll-not-divided	To add definitions for special plates of Class G Vehicles
2254	HB4976	S	407	1658453	2026-03-10	34	0	screened	final-roll-not-divided	To add definitions for special plates of Class G Vehicles
2254	HB4982	H	135	1640121	2026-02-20	90	6	screened	final-roll-not-divided	Make West Virginia Healthy Act of 2026
2254	HB4982	S	159	1638975	2026-02-19	32	1	screened	final-roll-not-divided	Make West Virginia Healthy Act of 2026
2254	HB4983	H	500	1662410	2026-03-13	82	15	screened	final-roll-not-divided	Authorizing the Department of Commerce to promulgate a legislative rule relating to certification of a microgrid distric
2254	HB4983	S	464	1660015	2026-03-11	28	6	screened	final-roll-not-divided	Authorizing the Department of Commerce to promulgate a legislative rule relating to certification of a microgrid distric
2254	HB4990	H	680	1663113	2026-03-14	96	0	screened	final-roll-not-divided	Relating to crimes using gift cards
2254	HB4990	S	408	1658176	2026-03-10	34	0	screened	final-roll-not-divided	Relating to crimes using gift cards
2254	HB4995	H	293	1652801	2026-03-04	93	0	screened	final-roll-not-divided	Require the use of video cameras in certain special education classrooms
2254	HB4995	S	552	1662671	2026-03-13	34	0	screened	final-roll-not-divided	Require the use of video cameras in certain special education classrooms
2254	HB4996	H	681	1663180	2026-03-14	97	0	screened	final-roll-not-divided	Relating to bail in cases involving terroristic threats to schools or children
2254	HB4996	S	553	1662702	2026-03-13	34	0	screened	final-roll-not-divided	Relating to bail in cases involving terroristic threats to schools or children
2254	HB4999	H	642	1662910	2026-03-14	96	0	screened	final-roll-not-divided	Relating to crimes against athletic officials
2254	HB4999	S	409	1658165	2026-03-10	34	0	screened	final-roll-not-divided	Relating to crimes against athletic officials
2254	HB5004	H	294	1652970	2026-03-04	92	0	screened	final-roll-not-divided	Relating generally to PANS and PANDAS.
2254	HB5004	S	498	1661649	2026-03-12	34	0	screened	final-roll-not-divided	Relating generally to PANS and PANDAS.
2254	HB5012	H	502	1662240	2026-03-13	88	8	screened	final-roll-not-divided	Providing for in-year school personnel movement to meet school needs.
2254	HB5012	S	410	1658852	2026-03-10	33	1	screened	final-roll-not-divided	Providing for in-year school personnel movement to meet school needs.
2254	HB5015	H	643	1663106	2026-03-14	96	0	screened	final-roll-not-divided	Relating to the Respiratory Care Interstate Compact
2254	HB5015	S	499	1661721	2026-03-12	34	0	screened	final-roll-not-divided	Relating to the Respiratory Care Interstate Compact
2254	HB5022	H	80	1630004	2026-02-11	97	0	screened	final-roll-not-divided	Relating to expanding the programs to be included in the annual capitation rate review.
2254	HB5022	S	500	1661267	2026-03-12	34	0	screened	final-roll-not-divided	Relating to expanding the programs to be included in the annual capitation rate review.
2254	HB5048	H	673	1663030	2026-03-14	96	0	screened	final-roll-not-divided	To ensure virtual instruction for foster students while in temporary placement facilities.
2254	HB5048	S	554	1662520	2026-03-13	34	0	screened	final-roll-not-divided	To ensure virtual instruction for foster students while in temporary placement facilities.
2254	HB5063	H	262	1650468	2026-03-03	84	8	screened	final-roll-not-divided	To permit the county commission to appoint a county commissioner to a convention and visitor’s bureau as a voting member
2254	HB5063	S	501	1661783	2026-03-12	34	0	screened	final-roll-not-divided	To permit the county commission to appoint a county commissioner to a convention and visitor’s bureau as a voting member
2254	HB5065	H	682	1663137	2026-03-14	93	4	screened	final-roll-not-divided	Relating to hotel occupancy tax.
2254	HB5065	S	555	1662718	2026-03-13	34	0	screened	final-roll-not-divided	Relating to hotel occupancy tax.
2254	HB5067	H	206	1646882	2026-02-26	92	0	screened	final-roll-not-divided	Relating to the powers and duties of the director of the Division of Administrative Services
2254	HB5067	S	411	1658306	2026-03-10	34	0	screened	final-roll-not-divided	Relating to the powers and duties of the director of the Division of Administrative Services
2254	HB5086	H	653	1662943	2026-03-14	97	0	screened	final-roll-not-divided	Relating to peer support services
2254	HB5086	S	502	1661407	2026-03-12	34	0	screened	final-roll-not-divided	Relating to peer support services
2254	HB5087	H	300	1652541	2026-03-04	88	0	screened	final-roll-not-divided	Relating to Interstate Cosmetology Licensure Compact.
2254	HB5087	S	503	1661278	2026-03-12	34	0	screened	final-roll-not-divided	Relating to Interstate Cosmetology Licensure Compact.
2254	HB5088	H	301	1652772	2026-03-04	89	1	screened	final-roll-not-divided	Relating to Natural Resource Police Officer Retirement
2254	HB5088	S	504	1661462	2026-03-12	34	0	screened	final-roll-not-divided	Relating to Natural Resource Police Officer Retirement
2254	HB5089	H	263	1651159	2026-03-03	87	4	screened	final-roll-not-divided	Relating to public school acceptance of student transcripts or other credentials
2254	HB5089	S	466	1659757	2026-03-11	32	2	screened	final-roll-not-divided	Relating to public school acceptance of student transcripts or other credentials
2254	HB5101	H	645	1663089	2026-03-14	97	0	screened	final-roll-not-divided	The Joanna Phillips Domestic Violence Prevention Act
2254	HB5101	S	683	1663090	2026-03-14	33	0	screened	final-roll-not-divided	The Joanna Phillips Domestic Violence Prevention Act
2254	HB5110	H	381	1658414	2026-03-10	93	0	screened	final-roll-not-divided	Amend section providing for waiver of tuition and fees for senior citizens auditing certain college classes
2254	HB5110	S	379	1657020	2026-03-09	34	0	screened	final-roll-not-divided	Amend section providing for waiver of tuition and fees for senior citizens auditing certain college classes
2254	HB5168	H	693	1663261	2026-03-14	96	1	screened	final-roll-not-divided	To increase funding for EMS first responders.
2254	HB5168	S	559	1662515	2026-03-13	34	0	screened	final-roll-not-divided	To increase funding for EMS first responders.
2254	HB5182	H	125	1636545	2026-02-18	91	0	screened	final-roll-not-divided	Relating generally to authorizing security personnel employed by the State Treasurer to carry concealed weapons while pe
2254	HB5182	S	560	1662386	2026-03-13	34	0	screened	final-roll-not-divided	Relating generally to authorizing security personnel employed by the State Treasurer to carry concealed weapons while pe
2254	HB5212	H	671	1663084	2026-03-15	96	0	screened	final-roll-not-divided	Relating to financial aid for post-secondary education.
2254	HB5212	S	561	1662644	2026-03-13	33	0	screened	final-roll-not-divided	Relating to financial aid for post-secondary education.
2254	HB5214	H	646	1662916	2026-03-14	97	0	screened	final-roll-not-divided	Relating to drug testing of parents who have had abuse and/or neglect claims substantiated against them prior to reunifi
2254	HB5214	S	693	1663196	2026-03-14	33	0	screened	final-roll-not-divided	Relating to drug testing of parents who have had abuse and/or neglect claims substantiated against them prior to reunifi
2254	HB5227	H	382	1658607	2026-03-10	93	0	screened	final-roll-not-divided	Relating to Secretary of State annual reports, fees, and veteran-owned business logotypes
2254	HB5227	S	380	1657116	2026-03-09	34	0	screened	final-roll-not-divided	Relating to Secretary of State annual reports, fees, and veteran-owned business logotypes
2254	HB5277	H	483	1661811	2026-03-12	93	0	screened	final-roll-not-divided	Supplemental Appropriation to the Department of Health Facilities-Welch Community Hospital, William R. Sharpe Jr. Hospit
2254	HB5277	S	608	1662887	2026-03-14	34	0	screened	final-roll-not-divided	Supplemental Appropriation to the Department of Health Facilities-Welch Community Hospital, William R. Sharpe Jr. Hospit
2254	HB5288	H	487	1661324	2026-03-12	91	2	screened	final-roll-not-divided	Supplemental Appropriation to the Department of Agriculture-West Virginia Spay Neuter Assistance Fund from Special Reven
2254	HB5288	S	611	1662924	2026-03-14	34	0	screened	final-roll-not-divided	Supplemental Appropriation to the Department of Agriculture-West Virginia Spay Neuter Assistance Fund from Special Reven
2254	HB5307	H	489	1661294	2026-03-12	90	3	screened	final-roll-not-divided	Supplemental Appropriation to the Department of Tourism- Division of Culture and History from the Unappropriated Surplus
2254	HB5307	S	614	1662908	2026-03-14	34	0	screened	final-roll-not-divided	Supplemental Appropriation to the Department of Tourism- Division of Culture and History from the Unappropriated Surplus
2254	HB5317	H	491	1661769	2026-03-12	92	1	screened	final-roll-not-divided	Supplemental Appropriation to the Department of Commerce - Division of Natural Resources from the Unappropriated Surplus
2254	HB5317	S	617	1662875	2026-03-14	34	0	screened	final-roll-not-divided	Supplemental Appropriation to the Department of Commerce - Division of Natural Resources from the Unappropriated Surplus
2254	HB5323	H	304	1652612	2026-03-04	61	31	screened	held-by-tally-audit	Relating to indexing of license and stamp fees
2254	HB5323	S	505	1661606	2026-03-12	29	5	screened	final-roll-not-divided	Relating to indexing of license and stamp fees
2254	HB5325	H	305	1652516	2026-03-04	91	0	screened	final-roll-not-divided	Creating an emeritus license status for retired physicians, podiatric physicians and physician assistants who meet eligi
2254	HB5325	S	467	1660307	2026-03-11	34	0	screened	final-roll-not-divided	Creating an emeritus license status for retired physicians, podiatric physicians and physician assistants who meet eligi
2254	HB5327	H	306	1652546	2026-03-04	93	0	screened	final-roll-not-divided	West Virginia ALS Care Services Act
2254	HB5327	S	506	1661234	2026-03-12	34	0	screened	final-roll-not-divided	West Virginia ALS Care Services Act
2254	HB5353	H	655	1663207	2026-03-14	93	4	screened	final-roll-not-divided	To bring virtual currency kiosks within the purview of money transmission licensure and create disclosure requirements a
2254	HB5353	S	563	1662383	2026-03-13	33	1	screened	final-roll-not-divided	To bring virtual currency kiosks within the purview of money transmission licensure and create disclosure requirements a
2254	HB5354	H	243	1648591	2026-03-02	94	2	screened	final-roll-not-divided	Relating to authorizing legislative rules regarding higher education
